recipe_id,url,doi,source_Bi,source_Bi_amount,source_Fe,source_Fe_amount,bi_fe_ratio,separate_hydrolysis,solvent1,solvent1_amount_ml,solvent2,solvent2_amount_ml,solv1_solv2_ratio,chelating_agent1,chelating_agent1_amount_ml,chelating_agent2,chelating_agent2_amount_ml,chelating_agent3,chelating_agent3_amount_ml,solv_chel_ratio,dehydrating_agent1,dehydrating_agent1_amount_ml,dehydrating_agent2,dehydrating_agent2_amount,solv_dehydr_ratio,surfactant,surfactant_amount,solv_surfactant_ratio,precursor_concentration,pH,substrate,subtrate_orientation,stirring_time_hr,stirring_temp_degC,age_days,age_temp_degC,low_coating_time_sec,low_coating_rpm,high_coating_time_sec,high_coating_rpm,dry_time_min,dry_degC,layer_prebake_time_min,layer_prebake_degC,layer_annealing_time_min,layer_annealing_degC,layers,final_prebake_time_min,final_prebake_degC,final_annealing_time_hr,final_annealing_degC,atmosphere,reported_impurities,space_group,main_XRD_peaks,thin_film_thickness_nm,Bi(NO3)3-5H2O,Fe(NO3)3-9H2O,Bi2O3,Bi_acetate,Fe_acetate,Fe_acetylacetonate,Fe_pentanedionate,Fe_citrate,separate_hydrolysis,2-methoxyethanol,ethylene_glycol,poly_EG,methylethylene_glycol,trimethylene_glycol,acetic_acid,glacial_acetic_acid,nitric_acid,citric_acid,acetic_anhydride,EG_acetic_ratio,ethanol,ethanolamine,diethanolamine,ethylenediamine,acetone,acetylacetone,ammonium_hydroxide,PEO-PPO-PEO,PVP,DMF,formamide,water,blank,validation_KC,validation_VB,Validation_Notes,Extraction_Notes,
266,https://link.springer.com/article/10.1007/s00339-019-2560-6,10.1007/s00339-019-2560-6,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,0.404 g,,,2_methoxyethanol,18,,,,acetic_acid,2,,,,,,,,,,,,,,0.1,,glass,,1,70,1,25,,,30,3500,,,30,350,,,15,,,4,500,air,['Bi2O3'],Pbnm,"(002),(111),(020),(200),(022),(004),(114),(312)",398,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,only highest temperature and corresponding time for stirring,orthorombic Pbnm,
267,https://link.springer.com/article/10.1007/s00339-019-2560-6,10.1007/s00339-019-2560-6,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,0.404 g,,,2_methoxyethanol,18,,,,acetic_acid,2,,,,,,,,,,,,,,0.3,,glass,,1,70,1,25,,,30,3500,,,30,350,,,15,,,4,500,air,[],Pbnm,"(002),(111),(020),(200),(022),(004),(114),(312)",405,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,only highest temperature and corresponding time for stirring,orthorombic Pbnm,
268,https://link.springer.com/article/10.1007/s00339-019-2560-6,10.1007/s00339-019-2560-6,bi_nitrate_pentahydrate,0.485 g,fe_nitrate_nonahydrate,0.404 g,,,2_methoxyethanol,18,,,,acetic_acid,2,,,,,,,,,,,,,,0.5,,glass,,1,70,1,25,,,30,3500,,,30,350,,,15,,,4,500,air,[],Pbnm,"(002),(111),(020),(200),(022),(004),(114),(312)",430,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,only highest temperature and corresponding time for stirring,orthorombic Pbnm,
269,https://www.ceramic-science.com/articles/all-articles.html?article_id=100686&doi=10.4416/JCST2018-00039,10.4416/JCST2018-00039,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,acetylacetone,,,,,,,,,,,,,,,,0.33,glass,,3,25,,,,,30,1500,10,120,5,380,,,2,,,1,550,,['amorphous'],,"(012),(104),(110),(006),(202),(024),(116),(122),(018),(214)",,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,completed,,3:1 AcAc:Fe3+,The obtained sol was filtered using a 0.45-lm syringe. Instead of annealing they did sintering,
270,https://www.ceramic-science.com/articles/all-articles.html?article_id=100686&doi=10.4416/JCST2018-00039,10.4416/JCST2018-00039,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,acetylacetone,,,,,,,,,,,,,,,,0.33,glass,,3,25,1,25,,,30,1500,10,120,5,380,,,2,,,1,550,,[],,"(012),(104),(110),(006),(202),(024),(116),(122),(018),(214),(208),(220),(131),(366),(312),(128),(134)",,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,completed,,3:1 AcAc:Fe3+,The obtained sol was filtered using a 0.45-lm syringe. Instead of annealing they did sintering,
271,https://www.ceramic-science.com/articles/all-articles.html?article_id=100686&doi=10.4416/JCST2018-00039,10.4416/JCST2018-00039,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,acetylacetone,,,,,,,,,,,,,,,,0.33,glass,,3,25,3,25,,,30,1500,10,120,5,380,,,2,,,1,550,,[],,"(012),(104),(110),(006),(202),(024),(116),(122),(018),(214),(208),(220),(131),(366),(312),(128),(134)",,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,completed,,3:1 AcAc:Fe3+,The obtained sol was filtered using a 0.45-lm syringe. Instead of annealing they did sintering,
272,https://www.ceramic-science.com/articles/all-articles.html?article_id=100686&doi=10.4416/JCST2018-00039,10.4416/JCST2018-00039,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,TRUE,2_methoxyethanol,,,,,acetylacetone,,,,,,,,,,,,,,,,0.33,glass,,3,25,6,25,,,30,1500,10,120,5,380,,,2,,,1,550,,"['Bi2O3', 'Fe0.942O']",,"(012),(104),(110),(006),(202),(024),(116),(122),(018),(214),(208),(220),(131),(366),(312),(128),(134)",,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,completed,,3:1 AcAc:Fe3+,The obtained sol was filtered using a 0.45-lm syringe. Instead of annealing they did sintering,
273,https://www.tandfonline.com/doi/full/10.1080/10584587.2018.1514858,10.1080/10584587.2018.1514858,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,,,,,,,,acetic_acid_glacial,,,,,,,,,1.5,glass,,0.5,35,,,,,20,3000,,,10,250,,,several,,,2,500,air,[],,"(101),(012),(110),(021),(202),(113),(300),(220)",496,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,The solution was then filtered using a glass microfiber filter paper. Result - hexagonal BFO with preferred orientation (101).,
274,https://link.springer.com/article/10.1007/s10854-018-0042-9,10.1007/s10854-018-0042-9,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,ethylene_glycol,,,,,,,,,,acetic_anhydride,,,,,,,,0.25,,Pt/Ti/SiO2/Si,"Pt(111), Si(100)",3,,,,,,30,3000,,,10,350,,,6,,,0.5,550,air,[],R3c,"(012),(104),(110),(024),(116),(122),(214),(300)",,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,Rhombohedral R3c,
275,https://link.springer.com/article/10.1007/s10948-018-4584-0,10.1007/s10948-018-4584-0,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,acetic_acid,,,,,,,,,,,,,,,,1.5,glass,,2,70,0.08333,25,,,30,4000,10,110,,,,,5,,,,,air,"['unspecified', 'amorphous']",R3c,,135,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,Took highest stirring T (ramped after an hour),"spin-coating and drying repeated 5,10,15,20 times. For 5 times - amorphous structure, for all others - good.",
276,https://link.springer.com/article/10.1007/s10948-018-4584-0,10.1007/s10948-018-4584-0,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,acetic_acid,,,,,,,,,,,,,,,,1.5,glass,,2,70,0.08333,25,,,30,4000,10,110,,,,,10,,,,,air,[],R3c,,270,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,Took highest stirring T (ramped after an hour),"spin-coating and drying repeated 5,10,15,20 times. For 5 times - amorphous structure, for all others - good.",
277,https://link.springer.com/article/10.1007/s10948-018-4584-0,10.1007/s10948-018-4584-0,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,acetic_acid,,,,,,,,,,,,,,,,1.5,glass,,2,70,0.08333,25,,,30,4000,10,110,,,,,15,,,,,air,[],R3c,,400,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,Took highest stirring T (ramped after an hour),"spin-coating and drying repeated 5,10,15,20 times. For 5 times - amorphous structure, for all others - good.",
278,https://link.springer.com/article/10.1007/s10948-018-4584-0,10.1007/s10948-018-4584-0,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,acetic_acid,,,,,,,,,,,,,,,,1.5,glass,,2,70,0.08333,25,,,30,4000,10,110,,,,,20,,,,,air,[],R3c,,530,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,Took highest stirring T (ramped after an hour),"spin-coating and drying repeated 5,10,15,20 times. For 5 times - amorphous structure, for all others - good.",
279,https://www.mdpi.com/2079-4991/8/9/711/htm,10.3390/nano8090711,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,,,,,ethylene_glycol,,,,,,,,,,,,,,,,,,0.3,,Si,Si(100),6,25,1,25,2,1000,20,4000,,,,350,,,couple,,,1,500,air,[],R3c,"(012),(104),(110),(202),(024),(116),(122),(214),(300)",565,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,"rhombohedral perovskite structure R3c space group. Preferred orientations (104), (110).",
280,https://www.sciencedirect.com/science/article/pii/S0925838818308491,10.1016/j.jallcom.2018.02.352,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,,,,,,,,,,,acetic_anhydride,,,,3,,,,0.3,,glass/FTO,,2,25,1,25,,,15,4000,8,200,,,10,550,13,,,,,,[],R3c,"(100),(110),(1-10),(111),(1-11),(200),(210),(2-10),(2-11),(1-21)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,repeated 13 times. R3m:R space group. (110) and (1-10) preferred orientations.,
281,https://www.sciencedirect.com/science/article/pii/S027288421732936X,10.1016/j.ceramint.2017.12.230,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,,,,,ethylene_glycol,,,,,,,,,,,,,,,,,,,,Si,Si(100),,25,,,3,1000,20,4000,,,6,350,,,several,,,1,500,air,[],R3c,"(012),(104),(110),(006),(202),(024),(116),(122),(018),(214)",429,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,"rhombohedrally distorted perovskite structure space group R3c. Preferred orientation (104), (110).",
282,https://link.springer.com/content/pdf/10.1007/s11595-018-1786-z.pdf,10.1007/s11595-018-1786-z,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1,,2_methoxyethanol,,,,,,,,,,,,acetic_anhydride,,,,4,,,,0.3,,glass/FTO,,5,25,,,,,20,4000,,,5,200,10,400,several,,,0.3333333,550,,[],R3c,"(101),(012),(110),(003),(012),(202),(113),(211),(122),(300)",700,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,space group R3c. The highest diffraction peaks are (012) and (110),
283,https://www.sciencedirect.com/science/article/pii/S0921452617309705,10.1016/j.physb.2017.11.075,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,,,,,,,,,,,acetic_anhydride,,,,,,,,0.1,,quartz,,4,25,,,,,30,3000,,,10,350,,,4,,,0.25,600,air,[],R3c,"(012),(104),(110),(006),(202),(024),(116),(122),(018),(214),(300)",80,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,spin-coating/prebake repeated 4 times,
284,https://www.sciencedirect.com/science/article/pii/S0925838816338026#bib22,10.1016/j.jallcom.2016.11.321,bi_nitrate_pentahydrate,4.8 g,fe_nitrate_nonahydrate,3.63 g,1.1,,2_methoxyethanol,30,,,,,,,,,,3,acetic_anhydride,10,,,,,,,0.3,,FTO/glass,100,,25,,,,,30,3500,5,120,10,350,,,5,,,1.5,600,air,[],R3c,"(012),(104),(110),(202),(024)",280,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,precursor solution referenced from 10.1007/s10971-013-3028-3,coating/prebake repeated 5 times; precursor synthesis reported in 10.1007/s10971-013-3028-3,
285,https://www.mdpi.com/2079-6412/6/4/68/htm,10.3390/coatings6040068,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.1,,2_methoxyethanol,,,,,citric_acid,,,,,,,,,,,,,,,0.1,,glass,,,,,,,,30,3000,5,150,,,,,5,,,1,500,air,[],R3c,"(012),(104),(110),(202),(024)",224,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,No explicit impurity discussion,
286,https://www.mdpi.com/2079-6412/6/4/68/htm,10.3390/coatings6040068,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.1,,2_methoxyethanol,,,,,citric_acid,,,,,,,,,,,,,,,0.2,,glass,,,,,,,,30,3000,5,150,,,,,5,,,1,500,air,[],R3c,"(012),(104),(110),(202),(024)",336,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,No explicit impurity discussion,
287,https://www.mdpi.com/2079-6412/6/4/68/htm,10.3390/coatings6040068,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.1,,2_methoxyethanol,2,,,,citric_acid,,,,,,,,,,,,,,,0.3,,glass,,,,,,,,30,3000,5,150,,,,,5,,,1,500,air,[],R3c,"(012),(104),(110),(202),(024)",367,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,No explicit impurity discussion,
288,https://iopscience.iop.org/article/10.1088/2053-1591/3/10/106202,10.1088/2053-1591/3/10/106202,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.1,,2_methoxyethanol,,,,,,,,,,,,,,,,,,,,,,platinized Si,,,,,,,,60,2500,5,250,,,,,5,,,0.25,550,N2,[],,"(012),(110),(202),(024),(116),(122),(214),(300),(220)",275,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,Perovskite phase,spin-coating/drying repeated 5 times,
289,https://iopscience.iop.org/article/10.1088/0957-4484/27/34/345402,10.1088/0957-4484/27/34/345402,bi_nitrate_pentahydrate,8 g,fe_nitrate_nonahydrate,6 g,1.07,,2_methoxyethanol,20,,,,,,,,,,2,acetic_anhydride,10,,,,ethanolamine,0.1 mL,,0.3,,FTO ,,1.5,25,,,,,50,5000,5,100,5,350,,,,,,3,600,,['Bi2O3'],,"(101),(110),(003),(021),(202)",400,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,completed,,Precursor concentration calculates to ~0.3 mol/L; considered only max annealing T and time,"staged annealing, took maximum temp and time",
290,https://www.sciencedirect.com/science/article/pii/S0925838816303504?casa_token=z7CHER9DzsoAAAAA:Tz_54oIV08t2M-hez_hl6_B4Hzx4gyOZRoQqspaBh9latxgshaqWGu0YgNA07LfhsxN4YE5yqwD6,10.1016/j.jallcom.2016.02.081,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.05,,2_methoxyethanol,,,,,,,,,,,,acetic_anhydride,,,,,,,,0.1,,Pt(111)/Ti/SiO2/Si(100),"Pt(111), Si(100)",3,25,,,,,20,3500,,,10,350,,,15,,,0.25,600,air,['Bi2Fe4O9'],R3c,"(012),(104),(110),(006),(202),(024),(116),(122),(018),(214),(300)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,,spin coating and prebake repeated 15 times,
291,https://www.jstage.jst.go.jp/article/jcersj2/124/5/124_15322/_pdf/-char/ja,10.2109/jcersj2.15322,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.1,,2_methoxyethanol,0.5,,,,citric_acid,,,,,,,,,,,,,,,0.05,,FTO/glass,,,,,,,,30,3000,5,150,,,,,3,,,0.5,500,air,[],R3c,"(012),(104),(110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,two precursor solutions spin coated onto same substrate?,"spin-coat, dry repeated 3 times; lower concentraiton solution coated on higher concentration solution; Device fabrication ",
292,https://www.jstage.jst.go.jp/article/jcersj2/124/5/124_15322/_pdf/-char/ja,10.2109/jcersj2.15322,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.1,,2_methoxyethanol,0.5,,,,citric_acid,,,,,,,,,,,,,,,0.1,,FTO/glass,,,,,,,,30,3000,5,150,,,,,3,,,2,500,air,[],R3c,"(012),(104),(110)",,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,two precursor solutions spin coated onto same substrate?,"spin-coat, dry repeated 3 times; lower concentraiton solution coated on higher concentration solution; Device fabrication ",
293,https://link.springer.com/content/pdf/10.1007/s10971-015-3916-9.pdf,10.1007/s10971-015-3916-9,bi_nitrate_pentahydrate,3.09 g,fe_nitrate_nonahydrate,2.45 g,1.05,,2_methoxyethanol,20,,,,acetic_acid,10,,,,,2,,,,,,,,,0.2,,Pt/Ti/SiO2/Si,,,,,,,,30,3000,,,5,350,,,several,,,0.5,450,air,[],,"(010),(110),(020),(120),(112)",350,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,Perovskite structure,No clear XRD for every temperature,
294,https://link.springer.com/content/pdf/10.1007/s10971-015-3916-9.pdf,10.1007/s10971-015-3916-9,bi_nitrate_pentahydrate,3.09 g,fe_nitrate_nonahydrate,2.45 g,1.05,,2_methoxyethanol,20,,,,acetic_acid,10,,,,,2,,,,,,,,,0.2,,Pt/Ti/SiO2/Si,,,,,,,,30,3000,,,5,350,,,several,,,0.5,500,air,[],,"(010),(110),(020),(120),(112)",350,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,Perovskite structure,No clear XRD for every temperature,
295,https://link.springer.com/content/pdf/10.1007/s10971-015-3916-9.pdf,10.1007/s10971-015-3916-9,bi_nitrate_pentahydrate,3.09 g,fe_nitrate_nonahydrate,2.45 g,1.05,,2_methoxyethanol,20,,,,acetic_acid,10,,,,,2,,,,,,,,,0.2,,Pt/Ti/SiO2/Si,,,,,,,,30,3000,,,5,350,,,several,,,0.5,550,air,[],,"(010),(110),(020),(120),(112)",350,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,completed,,Perovskite structure,No clear XRD for every temperature,
296,https://www.epjap.org/articles/epjap/pdf/2015/07/ap150177.pdf,10.1051/epjap/2015150177,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,Pt(111)/Ti/SiO2/Si(100),,,,,,,,30,3000,3,240,8,350,0.166666667,550,17,,,0.166666667,550,N2,[],R3c,"(101),(110),(202),(211),(122)",400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,,"No precursor solution info other than concentration, purchased from Toshima; partially layered annealing, occurring at 5th and 10th steps",No precursor solution info,
297,https://www.epjap.org/articles/epjap/pdf/2015/07/ap150177.pdf,10.1051/epjap/2015150177,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,Pt(111)/Ti/SiO2/Si(100),,,,,,,,30,3000,3,240,8,350,,,17,,,0.166666667,550,O2,[],R3c,"(101),(012),(110),(202),(211),(122)",400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,,"No precursor solution info other than concentration, purchased from Toshima",No precursor solution info,
298,https://www.epjap.org/articles/epjap/pdf/2015/07/ap150177.pdf,10.1051/epjap/2015150177,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,Pt(111)/Ti/SiO2/Si(100),,,,,,,,30,3000,3,240,8,350,,,17,,,0.166666667,550,N2,[],R3c,"(101),(012),(110),(202),(211),(122)",400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,,"No precursor solution info other than concentration, purchased from Toshima",No precursor solution info,
299,https://ceramics.onlinelibrary.wiley.com/doi/full/10.1111/jace.13377,10.1111/jace.13377,bi_acetate,,fe_pentanedionate,,1.05,TRUE,2_methoxyethanol,,propionic_acid,,,,,,,,,,,,,,,,,,0.25,,Pt/Ti/SiO2/Si,,3,80,,,,,,,5,150,10,350,,,several,,,1,500,air,[],R3m,"(100),(110),(1-10),(210),(2-10),(211),(2-11)",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,,,Heterostructure with Bi2O3 film; possibility of Bi25FeO39 phase?,
300,https://ceramics.onlinelibrary.wiley.com/doi/full/10.1111/jace.13377,10.1111/jace.13377,bi_acetate,,fe_pentanedionate,,1,TRUE,2_methoxyethanol,,propionic_acid,,,,,,,,,,,,,,,,,,0.25,,Pt/Ti/SiO2/Si,,3,80,,,,,,,5,150,10,350,,,several,,,1,500,air,['amorphous'],R3m,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,,"poorly crystalized, denoted reported_impurity as 'amorphous'",Heterostructure with Bi2O3 film; possibility of Bi25FeO39 phase?,
301,https://pubs.rsc.org/en/content/articlelanding/2016/ra/c5ra23226k,10.1039/c5ra23226k,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.07,,2_methoxyethanol,,,,,citric_acid,,,,,,,,,,,,,,,0.25,,Pt(111)/Ti/SiO2/Si,Pt(111),4,,2,,,,,,,100,,400,,550,several,,,,,air,[],R3c,"(001),(110),(1-10),(002),{210},{211}",200,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,completed,,No PbO seeds; references pseudocubic structure,"Made with Pb-seeding layer and compared with sample without seeding layer; coating/pyrolysis repeated and up to annealing repeated, no impurity phases in any sample",
302,https://pubs.rsc.org/en/content/articlelanding/2016/ra/c5ra23226k,10.1039/c5ra23226k,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.07,,2_methoxyethanol,,,,,citric_acid,,,,,,,,,,,,,,,0.25,,Pt(111)/Ti/SiO2/Si,Pt(111),4,,2,,,,,,,100,,400,,550,several,,,,,air,[],R3c,"(001),(110),(1-10),(002),{210},{211}",150,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,completed,,No PbO seeds; references pseudocubic structure,"Made with Pb-seeding layer and compared with sample without seeding layer; coating/pyrolysis repeated and up to annealing repeated, no impurity phases in any sample",
303,https://pubs.rsc.org/en/content/articlelanding/2016/ra/c5ra23226k,10.1039/c5ra23226k,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.07,,2_methoxyethanol,,,,,citric_acid,,,,,,,,,,,,,,,0.25,,Pt(111)/Ti/SiO2/Si,Pt(111),4,,2,,,,,,,100,,400,,550,several,,,,,air,[],R3c,"(001),(110),(1-10),(002),{210},{211}",100,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,completed,,No PbO seeds; references pseudocubic structure,"Made with Pb-seeding layer and compared with sample without seeding layer; coating/pyrolysis repeated and up to annealing repeated, no impurity phases in any sample",
304,https://pubs.rsc.org/en/content/articlelanding/2016/ra/c5ra23226k,10.1039/c5ra23226k,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.07,,2_methoxyethanol,,,,,citric_acid,,,,,,,,,,,,,,,0.25,,Pt(111)/Ti/SiO2/Si,Pt(111),4,,2,,,,,,,100,,400,,550,several,,,,,air,[],R3c,"(001),(110),(1-10),(002),{210},{211}",50,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,completed,,No PbO seeds; references pseudocubic structure,"Made with Pb-seeding layer and compared with sample without seeding layer; coating/pyrolysis repeated and up to annealing repeated, no impurity phases in any sample",
305,https://pubs.rsc.org/en/content/articlelanding/2016/ra/c5ra23226k,10.1039/c5ra23226k,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.07,,2_methoxyethanol,,,,,citric_acid,,,,,,,,,,,,,,,0.25,,Pt(111)/Ti/SiO2/Si,Pt(111),4,,2,,,,,,,100,,400,,,several,,,,550,air,[],R3c,"(001),(110),(1-10),(002),{210},{211}",200,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,completed,,No PbO seeds; references pseudocubic structure,"Made with Pb-seeding layer and compared with sample without seeding layer; coating/pyrolysis repeated and up to annealing repeated, no impurity phases in any sample",
306,https://pubs.rsc.org/en/content/articlelanding/2016/ra/c5ra23226k,10.1039/c5ra23226k,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.07,,2_methoxyethanol,,,,,citric_acid,,,,,,,,,,,,,,,0.25,,Pt(111)/Ti/SiO2/Si,Pt(111),4,,2,,,,,,,100,,400,,,several,,,,550,air,[],R3c,"(001),(110),(1-10),(002),{210},{211}",150,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,completed,,No PbO seeds; references pseudocubic structure,"Made with Pb-seeding layer and compared with sample without seeding layer; coating/pyrolysis repeated and up to annealing repeated, no impurity phases in any sample",
307,https://pubs.rsc.org/en/content/articlelanding/2016/ra/c5ra23226k,10.1039/c5ra23226k,bi_nitrate_pentahydrate,,fe_nitrate_nonahydrate,,1.07,,2_methoxyethanol,,,,,citric_acid,,,,,,,,,,,,,,,0.25,,Pt(111)/Ti/SiO2/Si,Pt(111),4,,2,,,,,,,100,,400,,,several,,,,550,air,[],R3c,"(001),(110),(1-10),(002),{210},{211}",100,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,completed,,No PbO seeds; references pseudocubic structure,"Made with Pb-seeding layer and compared with sample without seeding layer; coating/pyrolysis repeated and up to annealing repeated, no impurity phases in any sample",
